path,bytes,extension,last_modified_epoch,candidate_latest_session,utility
projects\ForestVol\data\dense_depth_tsdf_ray_outputs_w025\dense_depth_tsdf_results.json,14506,.json,1782699686.474458,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_ray_outputs_w025\set1\dense_depth_tsdf_grid.npz,31608,.npz,1782699647.9250858,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_ray_outputs_w025\set1\dense_depth_tsdf_mesh.ply,351030,.ply,1782699647.9573662,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_ray_outputs_w025\set1\ray_refined_tsdf_grid.npz,40347,.npz,1782699647.986828,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_ray_outputs_w025\set1\ray_refined_tsdf_mesh.ply,238324,.ply,1782699648.007621,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_ray_outputs_w025\set2\dense_depth_tsdf_grid.npz,18649,.npz,1782699675.0475767,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_ray_outputs_w025\set2\dense_depth_tsdf_mesh.ply,195866,.ply,1782699675.07108,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_ray_outputs_w025\set2\ray_refined_tsdf_grid.npz,30840,.npz,1782699675.0875316,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_ray_outputs_w025\set2\ray_refined_tsdf_mesh.ply,106336,.ply,1782699675.1025257,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_ray_stdout.json,14468,.json,1782699604.802207,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_ray_w025_stdout.json,14507,.json,1782699686.4764557,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\benchmark_comparison.csv,2613,.csv,1782757450.1926668,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\benchmark_results.json,14103,.json,1782757498.2340474,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\dense_depth_tsdf_results.json,90538,.json,1782757056.5757568,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\dense_depth_tsdf_sccr_outputs\dense_depth_tsdf_results.json,90538,.json,1782757056.0,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\dense_depth_tsdf_sccr_outputs\set1\dense_depth_tsdf_grid.npz,18876,.npz,1782757016.0,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\dense_depth_tsdf_sccr_outputs\set1\dense_depth_tsdf_mesh.ply,206494,.ply,1782757016.0,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\dense_depth_tsdf_sccr_outputs\set1\ray_refined_tsdf_grid.npz,30187,.npz,1782757016.0,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\dense_depth_tsdf_sccr_outputs\set1\ray_refined_tsdf_mesh.ply,111396,.ply,1782757016.0,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\dense_depth_tsdf_sccr_outputs\set2\dense_depth_tsdf_grid.npz,10743,.npz,1782757044.0,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\dense_depth_tsdf_sccr_outputs\set2\dense_depth_tsdf_mesh.ply,101378,.ply,1782757044.0,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\dense_depth_tsdf_sccr_outputs\set2\ray_refined_tsdf_grid.npz,22884,.npz,1782757044.0,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\dense_depth_tsdf_sccr_outputs\set2\ray_refined_tsdf_mesh.ply,27614,.ply,1782757044.0,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\set1\dense_depth_tsdf_grid.npz,18876,.npz,1782757016.9130025,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\set1\dense_depth_tsdf_mesh.ply,206494,.ply,1782757016.9410465,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\set1\ray_refined_tsdf_grid.npz,30187,.npz,1782757016.9613945,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\set1\ray_refined_tsdf_mesh.ply,111396,.ply,1782757016.9798224,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\set2\dense_depth_tsdf_grid.npz,10743,.npz,1782757044.7128406,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\set2\dense_depth_tsdf_mesh.ply,101378,.ply,1782757044.7289162,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\set2\ray_refined_tsdf_grid.npz,22884,.npz,1782757044.7537346,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_outputs\set2\ray_refined_tsdf_mesh.ply,27614,.ply,1782757044.7631483,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\dense_depth_tsdf_sccr_stdout.json,90539,.json,1782757056.0,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_sccr_time.txt,75,.txt,1782757057.0,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_stdout.json,12068,.json,1782698780.5943587,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\dense_depth_tsdf_w01_stdout.json,12083,.json,1782698871.057591,False,Artefacto de profundidad/TSDF; util para contrastar densificacion o MVS.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\benchmark.txt,97,.txt,1781479739.0199974,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\images.json,19320,.json,1781479739.0023167,False,Metadatos/metricas; util para trazabilidad si pertenece a la corrida auditada.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\img_list.txt,840,.txt,1781479738.9969232,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\camera_models.json,6142,.json,1781479739.2208254,False,Modelo o resultado de camaras; util para cobertura si corresponde a la misma corrida.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\config.yaml,528,.yaml,1781479739.0370748,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\features\Captura de pantalla 2026-06-12 012059.png.features.npz,1100899,.npz,1781479743.700699,False,Evidencia de matching; util para soporte fotogrametrico si esta completo.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\features\Captura de pantalla 2026-06-12 012145.png.features.npz,1009166,.npz,1781479743.581506,False,Evidencia de matching; util para soporte fotogrametrico si esta completo.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\features\Captura de pantalla 2026-06-12 012228.png.features.npz,1219000,.npz,1781479744.0589738,False,Evidencia de matching; util para soporte fotogrametrico si esta completo.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\features\Captura de pantalla 2026-06-12 012244.png.features.npz,979178,.npz,1781479743.5428224,False,Evidencia de matching; util para soporte fotogrametrico si esta completo.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\features\Captura de pantalla 2026-06-12 012252.png.features.npz,950804,.npz,1781479743.6863613,False,Evidencia de matching; util para soporte fotogrametrico si esta completo.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\features\Captura de pantalla 2026-06-12 012301.png.features.npz,930324,.npz,1781479743.722648,False,Evidencia de matching; util para soporte fotogrametrico si esta completo.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\features\Captura de pantalla 2026-06-12 012309.png.features.npz,915352,.npz,1781479743.278893,False,Evidencia de matching; util para soporte fotogrametrico si esta completo.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\features\Captura de pantalla 2026-06-12 012316.png.features.npz,1102112,.npz,1781479744.0295475,False,Evidencia de matching; util para soporte fotogrametrico si esta completo.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\features\Captura de pantalla 2026-06-12 012325.png.features.npz,1094032,.npz,1781479743.8703063,False,Evidencia de matching; util para soporte fotogrametrico si esta completo.
projects\ForestVol\data\nodeodm\568a76d9-971b-4791-bdbe-8421b2af0dce\opensfm\image_list.txt,2000,.txt,1781479739.03097,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\065d24e9-e723-42a5-b1c5-f14a5e4bc36b\point_cloud.ply,10029835,.ply,1782790643.445027,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\0f165751-4163-4824-9c1a-a21fccd2ddbc\point_cloud.ply,9142067,.ply,1782167463.8571951,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\0f165751-4163-4824-9c1a-a21fccd2ddbc\preliminary_mesh.ply,52321,.ply,1782167499.2535362,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\0f9470fb-5a88-4f6a-b62d-a53e3549e5f1\point_cloud.ply,15043487,.ply,1782540119.3386047,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\0f9470fb-5a88-4f6a-b62d-a53e3549e5f1\preliminary_mesh.ply,113485,.ply,1782540231.6346035,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\1022b827-cd74-4afd-9058-0b5dc813fff9\point_cloud.ply,19921255,.ply,1782542105.0796833,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\1022b827-cd74-4afd-9058-0b5dc813fff9\preliminary_mesh.ply,9384,.ply,1782542224.3496945,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\17d0cf42-f6a8-47bc-b11d-7656a0bca44f\point_cloud.ply,9859203,.ply,1782165212.0038683,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\17d0cf42-f6a8-47bc-b11d-7656a0bca44f\preliminary_mesh.ply,9754,.ply,1782165239.6485987,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\280e5e3e-2565-4542-a144-d18830e4a740\point_cloud.ply,10488811,.ply,1782621246.7911863,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\2bf7eb5e-19ba-44f6-a1bc-774b72ae971e\point_cloud.ply,8639775,.ply,1782168285.883985,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\2bf7eb5e-19ba-44f6-a1bc-774b72ae971e\preliminary_mesh.ply,5165,.ply,1782168345.2269795,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\41b64560-7dc2-44a5-92a7-01d0ab5fca50\point_cloud.ply,7310895,.ply,1782166370.5907583,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\41b64560-7dc2-44a5-92a7-01d0ab5fca50\preliminary_mesh.ply,7163,.ply,1782166393.4839337,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\4a20fa6a-b666-4e42-9b69-3b3004dbc515\point_cloud.ply,8387971,.ply,1782008968.7756355,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\6a014e11-8a7b-4f93-8539-5b3b2bf1dc95\point_cloud.ply,17856591,.ply,1782610417.017755,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\6a014e11-8a7b-4f93-8539-5b3b2bf1dc95\preliminary_mesh.ply,10346,.ply,1782610540.7270625,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\6a014e11-8a7b-4f93-8539-5b3b2bf1dc95\segmented_woodpile_mesh.ply,5683,.ply,1782611818.6951423,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\723f91e2-b1b5-43f7-b336-6816d8300509\point_cloud.ply,10409739,.ply,1782780619.6244383,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\74db42bf-07ed-48a4-a0b9-9c9759baceee\point_cloud.ply,18384363,.ply,1782541219.0726457,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\74db42bf-07ed-48a4-a0b9-9c9759baceee\preliminary_mesh.ply,8570,.ply,1782541280.2074907,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\7d024fd5-362a-4666-816b-94cd738f56d1\point_cloud.ply,12464575,.ply,1782609869.1722844,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\7f8e9818-340e-408c-ac94-70e9e8cb85f0\point_cloud.ply,6882075,.ply,1782194152.3758729,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\7f8e9818-340e-408c-ac94-70e9e8cb85f0\preliminary_mesh.ply,67952,.ply,1782194163.9097643,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\7fa04b98-9f81-4fa8-9529-b56f6e4f747d\point_cloud.ply,7981327,.ply,1781674294.1479142,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\8099bd26-0d93-4383-92f1-9c4d65e1da7f\point_cloud.ply,8292099,.ply,1781674712.334597,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\8da29c53-67a3-4f64-b161-eb3a47e8c64e\point_cloud.ply,9610871,.ply,1782267991.0298667,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\8da29c53-67a3-4f64-b161-eb3a47e8c64e\preliminary_mesh.ply,46725,.ply,1782268005.9043403,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\9b6f5b24-d992-469d-9e24-56428a96e4bb\point_cloud.ply,7150707,.ply,1782193627.6944423,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\9b6f5b24-d992-469d-9e24-56428a96e4bb\preliminary_mesh.ply,35405,.ply,1782193640.1820228,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\9e7a4ca6-cbd1-4472-9ca3-3c0879a7d13c\point_cloud.ply,18913899,.ply,1782541699.8120582,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\RUN-HITO-0-5C\point_cloud.ply,8330459,.ply,1782088382.0,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\RUN-HITO-0-5C\preliminary_mesh_RUN-HITO-0-5C.ply,797,.ply,1782088707.564173,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\RUN-HITO-0-5D\point_cloud.ply,8330459,.ply,1782088382.0,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\RUN-HITO-0-5D\preliminary_mesh_RUN-HITO-0-5D.ply,797,.ply,1782090272.757562,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\RUN-HITO-0-5E\point_cloud.ply,8330459,.ply,1782088382.0,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\RUN-HITO-0-5E\preliminary_mesh_RUN-HITO-0-5E.ply,797,.ply,1782090935.2090154,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\RUN-HITO-0-5F\nodeodm-task.json,1030,.json,1782092137.514352,False,Metadatos/metricas; util para trazabilidad si pertenece a la corrida auditada.
projects\ForestVol\data\processed\RUN-HITO-0-5F\point_cloud.ply,11471611,.ply,1782092130.0,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\RUN-HITO-0-5F\preliminary_mesh_RUN-HITO-0-5F.ply,8570,.ply,1782092203.521703,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\RUN-HITO-0-5F\preliminary_mesh_RUN-HITO-0-5F_segmented.ply,7015,.ply,1782092893.6088068,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\RUN-HITO-0-5G\preliminary_mesh_RUN-HITO-0-5G_probe.ply,51859,.ply,1782167080.1334505,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\RUN-HITO-0-5J-repro-fixed\preliminary_mesh.ply,7015,.ply,1782184518.343465,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\RUN-HITO-0-5J-repro\preliminary_mesh.ply,6571,.ply,1782184488.5823538,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\RUN-HITO-0-5J\preliminary_mesh.ply,7015,.ply,1782184726.7031326,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\a3c36266-f866-402f-8bc8-1c2b59b4a4ce\point_cloud.ply,8432743,.ply,1782693128.3951917,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\a3c36266-f866-402f-8bc8-1c2b59b4a4ce\preliminary_mesh.ply,8496,.ply,1782693219.1416242,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\a3c36266-f866-402f-8bc8-1c2b59b4a4ce\surface_closure_diagnostics\poisson_input_cloud.ply,1014094,.ply,1782693315.2659967,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\a44ee3a6-b7d0-4c62-b075-1a2865dcded0\point_cloud.ply,11899759,.ply,1782790911.564691,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\a6c77923-6a25-40ff-b189-a008cd59aa82\point_cloud.ply,8155095,.ply,1782009357.5260274,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\b3c14c84-b660-407f-817f-1fc185ce3e9c\point_cloud.ply,11252735,.ply,1782780209.0371673,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\08_poisson_input_cloud.ply,1332028,.ply,1782617235.579379,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\09_poisson_raw_after_density_filter.ply,6437398,.ply,1782617391.6249368,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\10_poisson_after_remove_degenerate_triangles.ply,6437398,.ply,1782617531.90432,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\11_poisson_after_remove_duplicated_vertices.ply,6437296,.ply,1782617672.791086,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\12_poisson_after_remove_unreferenced_vertices.ply,6437296,.ply,1782617816.199809,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\13_poisson_after_remove_duplicated_triangles.ply,6437296,.ply,1782617959.2444437,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\14_poisson_after_compute_vertex_normals.ply,6437296,.ply,1782618237.254342,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\15_alpha_shape_after_builtin_cleanup.ply,55401,.ply,1782618529.588404,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\16_alpha_after_remove_degenerate_triangles.ply,55401,.ply,1782618529.71658,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\17_alpha_after_remove_duplicated_vertices.ply,55401,.ply,1782618529.8622806,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\18_alpha_after_remove_unreferenced_vertices.ply,55401,.ply,1782618529.988923,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\19_alpha_after_final_cleanup.ply,55401,.ply,1782618530.1097262,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\20_final_mesh.ply,55401,.ply,1782618530.2178535,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics\meshing_metrics.json,18648,.json,1782618530.323072,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\08_poisson_input_cloud.ply,1332028,.ply,1782617994.3131537,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\09_poisson_raw_after_density_filter.ply,6437270,.ply,1782618251.0382526,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\10_poisson_after_remove_degenerate_triangles.ply,6437270,.ply,1782618255.918612,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\11_poisson_after_remove_duplicated_vertices.ply,6437168,.ply,1782618260.7180557,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\12_poisson_after_remove_unreferenced_vertices.ply,6437168,.ply,1782618265.328802,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\13_poisson_after_remove_duplicated_triangles.ply,6437168,.ply,1782618270.079355,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\14_poisson_after_compute_vertex_normals.ply,6437168,.ply,1782618274.4636312,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\15_alpha_shape_after_builtin_cleanup.ply,55401,.ply,1782618282.8372486,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\16_alpha_after_remove_degenerate_triangles.ply,55401,.ply,1782618282.9673848,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\17_alpha_after_remove_duplicated_vertices.ply,55401,.ply,1782618283.106148,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\18_alpha_after_remove_unreferenced_vertices.ply,55401,.ply,1782618283.2264302,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\19_alpha_after_final_cleanup.ply,55401,.ply,1782618283.3879504,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\20_final_mesh.ply,55401,.ply,1782618283.5285077,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_2\meshing_metrics.json,18973,.json,1782618283.6439304,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\08_poisson_input_cloud.ply,1332028,.ply,1782689618.3271368,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
